especie,lon,lat,pais,estado,data_evento,tipo_registro,instituicao,colecao,numero_catalogo,incerteza_m,fonte
"Bradypus variegatus Schinz, 1825",-84.154403,9.415038,Costa Rica,Puntarenas,2022-06-12T16:44:52,HUMAN_OBSERVATION,iNaturalist,Observations,133510717,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.638005,10.480841,Costa Rica,Alajuela,2022-06-22T11:25:05,HUMAN_OBSERVATION,iNaturalist,Observations,132838402,155,GBIF
"Bradypus variegatus Schinz, 1825",-84.145317,9.391088,Costa Rica,Puntarenas,2022-06-13T09:58:39,HUMAN_OBSERVATION,iNaturalist,Observations,133510834,4,GBIF
"Bradypus variegatus Schinz, 1825",-73.231214,-4.311682,Peru,Loreto,2022-06-18T06:49,HUMAN_OBSERVATION,iNaturalist,Observations,135043785,1480,GBIF
"Bradypus variegatus Schinz, 1825",-73.231492,-4.311612,Peru,Loreto,2022-06-17T20:35,HUMAN_OBSERVATION,iNaturalist,Observations,135022907,168,GBIF
"Bradypus variegatus Schinz, 1825",-73.494356,-4.548505,Peru,Loreto,2022-06-22T12:43,HUMAN_OBSERVATION,iNaturalist,Observations,136960133,2293,GBIF
"Bradypus variegatus Schinz, 1825",-63.070906,-17.76578,Bolivia (Plurinational State of),Santa Cruz,2022-06-22T15:47,HUMAN_OBSERVATION,iNaturalist,Observations,126442291,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.142058,9.384103,Costa Rica,Puntarenas,2022-06-08T11:44:17,HUMAN_OBSERVATION,iNaturalist,Observations,120895057,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.139588,9.382941,Costa Rica,Puntarenas,2022-06-08T13:45,HUMAN_OBSERVATION,iNaturalist,Observations,123350996,471,GBIF
"Bradypus variegatus Schinz, 1825",-83.697807,9.124495,Costa Rica,Puntarenas,2022-06-10T23:47,HUMAN_OBSERVATION,iNaturalist,Observations,121735094,61,GBIF
"Bradypus variegatus Schinz, 1825",-73.453156,-4.556772,Peru,Loreto,2022-06-22T19:10,HUMAN_OBSERVATION,iNaturalist,Observations,137447726,30,GBIF
"Bradypus variegatus Schinz, 1825",-75.953692,-0.163299,Ecuador,Sucumbios,2022-06-12T11:14,HUMAN_OBSERVATION,iNaturalist,Observations,137381468,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.146911,9.391345,Costa Rica,Puntarenas,2022-06-26T09:46:37,HUMAN_OBSERVATION,iNaturalist,Observations,127502785,10167,GBIF
"Bradypus variegatus Schinz, 1825",-83.593735,10.457767,Costa Rica,Limón,2022-06-03T16:01:40,HUMAN_OBSERVATION,iNaturalist,Observations,120339263,28,GBIF
"Bradypus variegatus Schinz, 1825",-84.640938,10.472197,Costa Rica,Alajuela,2022-06-02T08:59:59,HUMAN_OBSERVATION,iNaturalist,Observations,120438492,4744,GBIF
"Bradypus variegatus Schinz, 1825",-84.70189,10.42444,Costa Rica,Alajuela,2022-06-12T15:08,HUMAN_OBSERVATION,iNaturalist,Observations,123542072,31189,GBIF
"Bradypus variegatus Schinz, 1825",-75.93037,-0.18873500000000001,Ecuador,Sucumbios,2022-06-12T11:21,HUMAN_OBSERVATION,iNaturalist,Observations,125255526,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.157059,9.395423,Costa Rica,Puntarenas,2022-06-14T22:28,HUMAN_OBSERVATION,iNaturalist,Observations,124965186,31,GBIF
"Bradypus variegatus Schinz, 1825",-80.139073,8.623808,Panama,Coclé,2022-06-01T17:07,HUMAN_OBSERVATION,iNaturalist,Observations,143452571,NA,GBIF
"Bradypus variegatus Schinz, 1825",-46.625053,-23.639972,Brazil,São Paulo,2022-06-23T17:12:59,HUMAN_OBSERVATION,iNaturalist,Observations,144753710,14,GBIF
"Bradypus variegatus Schinz, 1825",-75.17395,10.683607,Colombia,Atlántico,2022-06-08T09:27,HUMAN_OBSERVATION,iNaturalist,Observations,144748881,554,GBIF
"Bradypus variegatus Schinz, 1825",-77.66514,-1.041283,Ecuador,Napo,2022-06-17T16:56,HUMAN_OBSERVATION,iNaturalist,Observations,125378379,NA,GBIF
"Bradypus variegatus Schinz, 1825",-71.096889,-12.105596,Peru,Madre de Dios,2022-06-17T11:36,HUMAN_OBSERVATION,iNaturalist,Observations,146875092,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.142175,9.384128,Costa Rica,Puntarenas,2022-06-22T09:16:06,HUMAN_OBSERVATION,iNaturalist,Observations,123008637,20,GBIF
"Bradypus variegatus Schinz, 1825",-79.6652,0.37299,Ecuador,Esmeraldas,2022-06-15T09:38,HUMAN_OBSERVATION,iNaturalist,Observations,122387207,100,GBIF
"Bradypus variegatus ephippiger Philippi, 1870",-81.21019,8.215044,Panama,Veraguas,2022-06-14T09:01:01,HUMAN_OBSERVATION,iNaturalist,Observations,168774113,175,GBIF
"Bradypus variegatus Schinz, 1825",-84.154464,9.415078,Costa Rica,Puntarenas,2022-06-12T16:45:09,HUMAN_OBSERVATION,iNaturalist,Observations,173349356,9,GBIF
"Bradypus variegatus Schinz, 1825",-83.990819,10.434211,Costa Rica,Heredia,2022-06-30T15:45,HUMAN_OBSERVATION,iNaturalist,Observations,127129137,500,GBIF
"Bradypus variegatus Schinz, 1825",-60.02187,-3.604779,Brazil,Amazonas,2022-06-18T17:16,HUMAN_OBSERVATION,iNaturalist,Observations,191457479,2666,GBIF
"Bradypus variegatus Schinz, 1825",-60.02187,-3.604779,Brazil,Amazonas,2022-06-18T17:40,HUMAN_OBSERVATION,iNaturalist,Observations,191457481,2666,GBIF
"Bradypus variegatus Schinz, 1825",-73.768493,7.407657,Colombia,Santander,2022-06-11,HUMAN_OBSERVATION,Ecopetrol S.A.,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-73.769409,7.498294,Colombia,Santander,2022-06-27,HUMAN_OBSERVATION,Ecopetrol S.A.,NA,NA,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.570964,8.540835,Costa Rica,Puntarenas,2022-06-29T14:38,HUMAN_OBSERVATION,iNaturalist,Observations,207462074,23608,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-06-08,HUMAN_OBSERVATION,iNaturalist,Observations,209103967,980,GBIF
"Bradypus variegatus Schinz, 1825",-76.735672,7.940658,Colombia,Antioquia,2022-06-25,HUMAN_OBSERVATION,Puerto Bahía Colombia de Urabá S.A (PBCU),NA,NA,5,GBIF
"Bradypus variegatus Schinz, 1825",-76.743814,7.923481,Colombia,Antioquia,2022-06-26,HUMAN_OBSERVATION,Puerto Bahía Colombia de Urabá S.A (PBCU),NA,NA,5,GBIF
"Bradypus variegatus Schinz, 1825",-73.467218,-4.509098,Peru,Loreto,2022-06-01,HUMAN_OBSERVATION,iNaturalist,Observations,244068264,61,GBIF
"Bradypus variegatus Schinz, 1825",-75.536789,10.418937,Colombia,Bolívar,2022-06-12T09:36,HUMAN_OBSERVATION,iNaturalist,Observations,249029569,977,GBIF
"Bradypus variegatus Schinz, 1825",-82.776242,9.660539,Costa Rica,Limón,2022-06-09T11:00,HUMAN_OBSERVATION,iNaturalist,Observations,259099858,126,GBIF
"Bradypus variegatus Schinz, 1825",-84.144027,9.38972,Costa Rica,Puntarenas,2022-06-16T12:44,HUMAN_OBSERVATION,iNaturalist,Observations,263586221,4,GBIF
"Bradypus variegatus Schinz, 1825",-79.666026,0.374269,Ecuador,Esmeraldas,2022-06-13T19:26:16,HUMAN_OBSERVATION,iNaturalist,Observations,121675618,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.671344,0.375614,Ecuador,Esmeraldas,2022-06-21T18:01,HUMAN_OBSERVATION,iNaturalist,Observations,268423969,212,GBIF
"Bradypus variegatus Schinz, 1825",-84.151307,9.399831,Costa Rica,Puntarenas,2022-06-16T12:53,HUMAN_OBSERVATION,iNaturalist,Observations,287238296,244,GBIF
"Bradypus variegatus Schinz, 1825",-84.145027,9.401243,Costa Rica,Puntarenas,2022-06-29T22:56:48,HUMAN_OBSERVATION,iNaturalist,Observations,292264034,11263,GBIF
"Bradypus variegatus Schinz, 1825",-70.30459,-3.80236,Colombia,Amazonas,2022-06-29T09:16,HUMAN_OBSERVATION,iNaturalist,Observations,129010814,NA,GBIF
"Bradypus variegatus Schinz, 1825",-69.10675,10.25986,Venezuela (Bolivarian Republic of),Lara,2022-06-27T00:53,HUMAN_OBSERVATION,iNaturalist,Observations,204201494,31,GBIF
"Bradypus variegatus Schinz, 1825",-60.02187,-3.604779,Brazil,Amazonas,2022-06-18T17:38,HUMAN_OBSERVATION,iNaturalist,Observations,191457480,2666,GBIF
"Bradypus variegatus Schinz, 1825",-84.142766,9.38588,Costa Rica,Puntarenas,2022-06-29T11:07,HUMAN_OBSERVATION,iNaturalist,Observations,341107765,244,GBIF
"Bradypus variegatus Schinz, 1825",-84.02203,10.423267,Costa Rica,Heredia,2022-06-13,HUMAN_OBSERVATION,iNaturalist,Observations,343860938,4302,GBIF
"Bradypus variegatus Schinz, 1825",-85.056197,10.71928,Costa Rica,Alajuela,2022-06-26T13:21:54,HUMAN_OBSERVATION,iNaturalist,Observations,344457696,4,GBIF
"Bradypus variegatus Schinz, 1825",-63.070183,-17.766141,Bolivia (Plurinational State of),Santa Cruz,2022-06-23T11:25,HUMAN_OBSERVATION,iNaturalist,Observations,347712074,242,GBIF
"Bradypus variegatus Schinz, 1825",-62.995978,-17.754352,Bolivia (Plurinational State of),Santa Cruz,2022-06-23T14:23,HUMAN_OBSERVATION,iNaturalist,Observations,347712804,31,GBIF
"Bradypus variegatus Schinz, 1825",-63.070183,-17.766141,Bolivia (Plurinational State of),Santa Cruz,2022-06-23T13:45,HUMAN_OBSERVATION,iNaturalist,Observations,347712116,242,GBIF
"Bradypus variegatus Schinz, 1825",-84.688111,10.495928,Costa Rica,Alajuela,2022-06-23T12:46,HUMAN_OBSERVATION,iNaturalist,Observations,345816284,6,GBIF
"Bradypus variegatus Schinz, 1825",-84.989739,10.706944,Costa Rica,Alajuela,2022-06-24T12:23,HUMAN_OBSERVATION,iNaturalist,Observations,345816292,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.947503,10.71195,Costa Rica,Alajuela,2022-06-24T09:03,HUMAN_OBSERVATION,iNaturalist,Observations,345816286,9,GBIF
"Bradypus variegatus Schinz, 1825",-84.144164,9.387737,Costa Rica,Puntarenas,2022-07-01T10:17:51,HUMAN_OBSERVATION,iNaturalist,Observations,124626763,65,GBIF
"Bradypus variegatus Schinz, 1825",-70.124167,-4.251877,Peru,Loreto,2022-07-01T12:37:31,HUMAN_OBSERVATION,iNaturalist,Observations,124340620,2163,GBIF
"Bradypus variegatus Schinz, 1825",-70.124167,-4.251877,Peru,Loreto,2022-07-01T12:12:19,HUMAN_OBSERVATION,iNaturalist,Observations,124332177,2163,GBIF
"Bradypus variegatus Schinz, 1825",-69.170932,-12.516783,Peru,Madre de Dios,2022-07-02T14:42,HUMAN_OBSERVATION,iNaturalist,Observations,124935588,653,GBIF
"Bradypus variegatus Schinz, 1825",-54.929241,-2.521594,Brazil,Pará,2022-07-07T14:24:54,HUMAN_OBSERVATION,iNaturalist,Observations,125290592,NA,GBIF
"Bradypus variegatus Schinz, 1825",-46.520237,-23.484354,Brazil,São Paulo,2022-07-12,HUMAN_OBSERVATION,iNaturalist,Observations,125995337,61,GBIF
"Bradypus variegatus Schinz, 1825",-76.664365,7.773035,Colombia,Antioquia,2022-07-14T15:29,HUMAN_OBSERVATION,iNaturalist,Observations,126258479,92,GBIF
"Bradypus variegatus Schinz, 1825",-84.141778,9.38325,Costa Rica,Puntarenas,2022-07-16T10:04:47,HUMAN_OBSERVATION,iNaturalist,Observations,126559176,8,GBIF
"Bradypus variegatus Schinz, 1825",-83.655355,9.886154,Costa Rica,Cartago,2022-07-16T14:13:23,HUMAN_OBSERVATION,iNaturalist,Observations,126534983,22,GBIF
"Bradypus variegatus Schinz, 1825",-79.64917,9.080067,Panama,Panamá,2022-07-20T12:31:44,HUMAN_OBSERVATION,iNaturalist,Observations,127141707,1575,GBIF
"Bradypus variegatus Schinz, 1825",-84.652276,10.470498,Costa Rica,Alajuela,2022-07-16T11:31,HUMAN_OBSERVATION,iNaturalist,Observations,127870279,272,GBIF
"Bradypus variegatus Schinz, 1825",-78.403677,8.920116,Panama,Panamá,2022-07-17,HUMAN_OBSERVATION,iNaturalist,Observations,126909317,115,GBIF
"Bradypus variegatus Schinz, 1825",-79.548612,8.95583,Panama,Panamá,2022-07-20T07:35:51,HUMAN_OBSERVATION,iNaturalist,Observations,127107247,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.338737,9.693425,Costa Rica,San José,2022-07-14T09:13:34,HUMAN_OBSERVATION,iNaturalist,Observations,126226868,50,GBIF
"Bradypus variegatus Schinz, 1825",-83.571016,9.006964,Costa Rica,Puntarenas,2022-07-25T10:56,HUMAN_OBSERVATION,iNaturalist,Observations,128058529,23,GBIF
"Bradypus variegatus Schinz, 1825",-79.649153,9.077769,Panama,Panamá,2022-07-20T12:35:53,HUMAN_OBSERVATION,iNaturalist,Observations,127169800,NA,GBIF
"Bradypus variegatus Schinz, 1825",-79.546808,8.984717,Panama,Panamá,2022-07-11T08:32,HUMAN_OBSERVATION,iNaturalist,Observations,125820360,211,GBIF
"Bradypus variegatus Schinz, 1825",-79.544361,8.992054,Panama,Panamá,2022-07-11T07:03,HUMAN_OBSERVATION,iNaturalist,Observations,127231774,2,GBIF
"Bradypus variegatus Schinz, 1825",-79.544227,8.992046,Panama,Panamá,2022-07-11T07:00,HUMAN_OBSERVATION,iNaturalist,Observations,127231775,2,GBIF
"Bradypus variegatus Schinz, 1825",-78.391485,8.911351,Panama,Panamá,2022-07-17T11:06,HUMAN_OBSERVATION,iNaturalist,Observations,126798301,122,GBIF
"Bradypus variegatus Schinz, 1825",-79.546552,8.994141,Panama,Panamá,2022-07-11T14:31,HUMAN_OBSERVATION,iNaturalist,Observations,125850852,61,GBIF
"Bradypus variegatus Schinz, 1825",-44.974077,-23.394378,Brazil,São Paulo,2022-07-24T09:27:04,HUMAN_OBSERVATION,iNaturalist,Observations,127732875,NA,GBIF
"Bradypus variegatus Schinz, 1825",-65.968552,-10.870772,Bolivia (Plurinational State of),El Beni,2022-07-07T10:19,HUMAN_OBSERVATION,iNaturalist,Observations,125619207,61,GBIF
"Bradypus variegatus Schinz, 1825",-79.543564,8.994288,Panama,Panamá,2022-07-11,HUMAN_OBSERVATION,iNaturalist,Observations,125863590,125,GBIF
"Bradypus variegatus Schinz, 1825",-79.545955,8.992347,Panama,Panamá,2022-07-20T09:40,HUMAN_OBSERVATION,iNaturalist,Observations,127104003,2,GBIF
"Bradypus variegatus Schinz, 1825",-46.519442,-23.495176,Brazil,São Paulo,2022-07-12T09:20,HUMAN_OBSERVATION,iNaturalist,Observations,126003874,200,GBIF
"Bradypus variegatus Schinz, 1825",-79.649214,9.077697,Panama,Panamá,2022-07-18T09:26,HUMAN_OBSERVATION,iNaturalist,Observations,128526944,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.639588,10.471188,Costa Rica,Alajuela,2022-07-18T12:00,HUMAN_OBSERVATION,iNaturalist,Observations,128147525,816,GBIF
"Bradypus variegatus Schinz, 1825",-79.649203,9.077703,Panama,Panamá,2022-07-18T09:28,HUMAN_OBSERVATION,iNaturalist,Observations,128526945,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.047936000000007,9.93807,Costa Rica,San José,2022-07-29T12:34,HUMAN_OBSERVATION,iNaturalist,Observations,128523350,376,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-07-26T00:42,HUMAN_OBSERVATION,iNaturalist,Observations,128098272,979,GBIF
"Bradypus variegatus Schinz, 1825",-79.649197,9.077606,Panama,Panamá,2022-07-18T07:37,HUMAN_OBSERVATION,iNaturalist,Observations,128387489,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.542887,10.376503,Costa Rica,Alajuela,2022-07-23T09:55:26,HUMAN_OBSERVATION,iNaturalist,Observations,128151844,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.689828,10.499345,Costa Rica,Alajuela,2022-07-31T11:39:16,HUMAN_OBSERVATION,iNaturalist,Observations,128974875,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.143189,9.389772,Costa Rica,Puntarenas,2022-07-24T10:10:06,HUMAN_OBSERVATION,iNaturalist,Observations,127851234,21,GBIF
"Bradypus variegatus Schinz, 1825",-79.649503,9.077658,Panama,Panamá,2022-07-20T13:34,HUMAN_OBSERVATION,iNaturalist,Observations,128811254,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.722038,10.491613,Costa Rica,Alajuela,2022-07-29T06:10,HUMAN_OBSERVATION,iNaturalist,Observations,129146809,212,GBIF
"Bradypus variegatus Schinz, 1825",-79.649155,9.077787,Panama,Panamá,2022-07-01T13:04:20,HUMAN_OBSERVATION,iNaturalist,Observations,124312639,8,GBIF
"Bradypus variegatus Schinz, 1825",-83.91372,10.17347,Costa Rica,Limón,2022-07-24T12:24:03,HUMAN_OBSERVATION,iNaturalist,Observations,127768970,4,GBIF
"Bradypus variegatus Schinz, 1825",-79.649244,9.077686,Panama,Panamá,2022-07-18T08:04,HUMAN_OBSERVATION,iNaturalist,Observations,128392624,NA,GBIF
"Bradypus variegatus Schinz, 1825",-82.651742,9.636842,Costa Rica,Limón,2022-07-25T14:30:35,HUMAN_OBSERVATION,iNaturalist,Observations,128975190,NA,GBIF
"Bradypus variegatus Schinz, 1825",-77.875928,8.389127,Panama,Darién,2022-07-12,HUMAN_OBSERVATION,iNaturalist,Observations,130122022,127,GBIF
"Bradypus variegatus Schinz, 1825",-79.649193,9.078586,Panama,Panamá,2022-07-18T07:35,HUMAN_OBSERVATION,iNaturalist,Observations,130004962,206,GBIF
"Bradypus variegatus Schinz, 1825",-70.601234,-12.439679,Peru,Madre de Dios,2022-07-16T10:00,HUMAN_OBSERVATION,iNaturalist,Observations,129798252,209,GBIF
"Bradypus variegatus Schinz, 1825",-74.366237,-4.718512,Peru,Loreto,2022-07-19T17:43,HUMAN_OBSERVATION,iNaturalist,Observations,130070543,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.804871,10.203424,Costa Rica,Limón,2022-07-31T14:30:51,HUMAN_OBSERVATION,iNaturalist,Observations,129460197,1608,GBIF
"Bradypus variegatus Schinz, 1825",-84.602066,10.472259,Costa Rica,Alajuela,2022-07-23T14:54,HUMAN_OBSERVATION,iNaturalist,Observations,129493854,256,GBIF
"Bradypus variegatus Schinz, 1825",-84.601033,10.471424,Costa Rica,Alajuela,2022-07-23T15:15,HUMAN_OBSERVATION,iNaturalist,Observations,129493862,71,GBIF
"Bradypus variegatus Schinz, 1825",-69.369191,-12.705766,Peru,Madre de Dios,2022-07-31T10:02,HUMAN_OBSERVATION,iNaturalist,Observations,129886107,182028,GBIF
"Bradypus variegatus Schinz, 1825",-83.522632,8.56817,Costa Rica,Puntarenas,2022-07-26T15:54,HUMAN_OBSERVATION,iNaturalist,Observations,130706236,31279,GBIF
"Bradypus variegatus Schinz, 1825",-84.65235,10.469878,Costa Rica,Alajuela,2022-07-12T13:06:18,HUMAN_OBSERVATION,iNaturalist,Observations,130535903,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.006971,10.430623,Costa Rica,Heredia,2022-07-01T00:18,HUMAN_OBSERVATION,iNaturalist,Observations,130327342,345,GBIF
"Bradypus variegatus Schinz, 1825",-84.144143,9.389056,Costa Rica,Puntarenas,2022-07-04T20:20,HUMAN_OBSERVATION,iNaturalist,Observations,125092550,61,GBIF
"Bradypus variegatus Schinz, 1825",-75.545866,10.419994,Colombia,Bolívar,2022-07-17T08:58,HUMAN_OBSERVATION,iNaturalist,Observations,128634103,569,GBIF
"Bradypus variegatus Schinz, 1825",-83.881207,9.271676,Costa Rica,Puntarenas,2022-07-07T09:24,HUMAN_OBSERVATION,iNaturalist,Observations,131509158,259,GBIF
"Bradypus variegatus Schinz, 1825",-69.175194,-12.593031,Peru,Madre de Dios,2022-07-24T09:35,HUMAN_OBSERVATION,iNaturalist,Observations,132168740,7,GBIF
"Bradypus variegatus Schinz, 1825",-44.8909,-23.3003,Brazil,São Paulo,2022-07-16T14:05:07,HUMAN_OBSERVATION,iNaturalist,Observations,134242725,8,GBIF
"Bradypus variegatus Schinz, 1825",-43.369748,-21.731042,Brazil,Minas Gerais,2022-07-23T12:09:48,HUMAN_OBSERVATION,iNaturalist,Observations,132435735,NA,GBIF
"Bradypus variegatus Schinz, 1825",-82.749504,9.6584,Costa Rica,Limón,2022-07-18,HUMAN_OBSERVATION,NA,NA,NA,4,GBIF
"Bradypus variegatus Schinz, 1825",-63.069202,-17.770927,Bolivia (Plurinational State of),Santa Cruz,2022-07-29,HUMAN_OBSERVATION,NA,NA,NA,19,GBIF
"Bradypus variegatus Schinz, 1825",-84.730743,10.46106,Costa Rica,Alajuela,2022-07-31,HUMAN_OBSERVATION,NA,NA,NA,4,GBIF
"Bradypus variegatus Schinz, 1825",-63.068935,-17.770954,Bolivia (Plurinational State of),Santa Cruz,2022-07-29,HUMAN_OBSERVATION,NA,NA,NA,1,GBIF
"Bradypus variegatus Schinz, 1825",-83.841232,10.211683,Costa Rica,Limón,2022-07-21,HUMAN_OBSERVATION,NA,NA,NA,8,GBIF
"Bradypus variegatus Schinz, 1825",-84.651169,10.470246,Costa Rica,Alajuela,2022-07-27,HUMAN_OBSERVATION,NA,NA,NA,3,GBIF
"Bradypus variegatus Schinz, 1825",-63.068981,-17.772097,Bolivia (Plurinational State of),Santa Cruz,2022-07-29,HUMAN_OBSERVATION,NA,NA,NA,35,GBIF
"Bradypus variegatus Schinz, 1825",-83.758517,10.152832,Costa Rica,Limón,2022-07-25T10:12:57,HUMAN_OBSERVATION,iNaturalist,Observations,127896669,355,GBIF
"Bradypus variegatus Schinz, 1825",-76.835976,-0.480188,Ecuador,Orellana,2022-07-21T16:24,HUMAN_OBSERVATION,iNaturalist,Observations,135946353,3906,GBIF
"Bradypus variegatus Schinz, 1825",-84.126338,9.381809,Costa Rica,Puntarenas,2022-07-05T14:32:15,HUMAN_OBSERVATION,iNaturalist,Observations,136909551,1070,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-72.791531,-7.622657,Brazil,Acre,2022-07-20T19:12,HUMAN_OBSERVATION,iNaturalist,Observations,134908181,122,GBIF
"Bradypus variegatus Schinz, 1825",-82.861795,9.747689,Costa Rica,Limón,2022-07-27T06:15:09,HUMAN_OBSERVATION,iNaturalist,Observations,128130117,35,GBIF
"Bradypus variegatus Schinz, 1825",-83.359891,8.572795,Costa Rica,Puntarenas,2022-07-27T13:40,HUMAN_OBSERVATION,iNaturalist,Observations,138981828,400,GBIF
"Bradypus variegatus Schinz, 1825",-84.650663,10.470165,Costa Rica,Alajuela,2022-07-19,HUMAN_OBSERVATION,iNaturalist,Observations,127048093,214,GBIF
"Bradypus variegatus Schinz, 1825",-84.142433,9.384172,Costa Rica,Puntarenas,2022-07-21T09:36:28,HUMAN_OBSERVATION,iNaturalist,Observations,142050847,7,GBIF
"Bradypus variegatus Schinz, 1825",-77.930556,2.586389,Colombia,Cauca,2022-07-28T08:47,HUMAN_OBSERVATION,iNaturalist,Observations,142495077,10,GBIF
"Bradypus variegatus Schinz, 1825",-72.918881,-3.26721,Peru,Loreto,2022-07-07T09:09,HUMAN_OBSERVATION,iNaturalist,Observations,142318048,1505,GBIF
"Bradypus variegatus Schinz, 1825",-72.84979,-3.443383,Peru,Loreto,2022-07-03T12:57,HUMAN_OBSERVATION,iNaturalist,Observations,143737665,211,GBIF
"Bradypus variegatus Schinz, 1825",-63.070834,-17.765671,Bolivia (Plurinational State of),Santa Cruz,2022-07-26T09:03,HUMAN_OBSERVATION,iNaturalist,Observations,128824005,56,GBIF
"Bradypus variegatus Schinz, 1825",-83.887972,9.272046,Costa Rica,Puntarenas,2022-07-07T09:24,HUMAN_OBSERVATION,iNaturalist,Observations,147847910,130,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-07-10T15:56,HUMAN_OBSERVATION,iNaturalist,Observations,148624892,979,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-07-10T17:37,HUMAN_OBSERVATION,iNaturalist,Observations,148624173,979,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-07-10T17:37,HUMAN_OBSERVATION,iNaturalist,Observations,148631750,979,GBIF
"Bradypus variegatus Schinz, 1825",-84.161908,9.431868,Costa Rica,Puntarenas,2022-07-11T19:44,HUMAN_OBSERVATION,iNaturalist,Observations,148622644,21585,GBIF
"Bradypus variegatus Schinz, 1825",-84.155385,9.409262,Costa Rica,Puntarenas,2022-07-11T19:49,HUMAN_OBSERVATION,iNaturalist,Observations,148631673,979,GBIF
"Bradypus variegatus variegatus Schinz, 1825",-40.525067,-15.783991,Brazil,Bahia,2022-07-17T11:36:15,HUMAN_OBSERVATION,iNaturalist,Observations,127360307,625,GBIF
"Bradypus variegatus Schinz, 1825",-83.315688,8.748138,Costa Rica,Puntarenas,2022-07-08T20:11,HUMAN_OBSERVATION,iNaturalist,Observations,149525190,NA,GBIF
"Bradypus variegatus Schinz, 1825",-83.499536,10.531824,Costa Rica,Limón,2022-07-22T18:05,HUMAN_OBSERVATION,iNaturalist,Observations,150955049,554,GBIF
"Bradypus variegatus Schinz, 1825",-83.49854,10.530472,Costa Rica,Limón,2022-07-22T16:22,HUMAN_OBSERVATION,iNaturalist,Observations,150867078,248,GBIF
"Bradypus variegatus Schinz, 1825",-83.720627,9.135653,Costa Rica,Puntarenas,2022-07-06T16:46:10,HUMAN_OBSERVATION,iNaturalist,Observations,125110061,67,GBIF
"Bradypus variegatus Schinz, 1825",-63.068935,-17.770954,Bolivia (Plurinational State of),Santa Cruz,2022-07-29,HUMAN_OBSERVATION,NA,NA,NA,1,GBIF
"Bradypus variegatus Schinz, 1825",-84.65338,10.46984,Costa Rica,Alajuela,2022-07-02T15:47,HUMAN_OBSERVATION,iNaturalist,Observations,125635617,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.650338,10.470747,Costa Rica,Alajuela,2022-07-02T16:30,HUMAN_OBSERVATION,iNaturalist,Observations,125638149,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.12513,10.417218,Costa Rica,Heredia,2022-07-03T14:11,HUMAN_OBSERVATION,iNaturalist,Observations,127159701,4,GBIF
"Bradypus variegatus Schinz, 1825",-84.65054,10.470633,Costa Rica,Alajuela,2022-07-02T16:39,HUMAN_OBSERVATION,iNaturalist,Observations,125638154,NA,GBIF
"Bradypus variegatus Schinz, 1825",-84.652535,10.469785,Costa Rica,Alajuela,2022-07-02T15:28,HUMAN_OBSERVATION,iNaturalist,Observations,125635606,NA,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-74.350346,-4.714621,Peru,Loreto,2022-07-20T07:54,HUMAN_OBSERVATION,iNaturalist,Observations,127787022,NA,GBIF
"Bradypus variegatus Schinz, 1825",-35.760281,-9.613102,Brazil,Alagoas,2022-07-02T10:16,HUMAN_OBSERVATION,iNaturalist,Observations,215849146,2,GBIF
"Bradypus variegatus Schinz, 1825",-79.64919,9.07773,Panama,Panamá,2022-07-01T13:24:29,HUMAN_OBSERVATION,iNaturalist,Observations,124278123,2,GBIF
"Bradypus variegatus infuscatus Wagler, 1831",-74.497692,-8.449049,Peru,Ucayali,2022-07-03T13:37:14,HUMAN_OBSERVATION,iNaturalist,Observations,124600061,2154,GBIF
